"Municipality","Index","Sensitivity_Slope","MK_P_Value"
"Bareng","txn",0.000504052782491718,0.251683359695248
"Bareng","tnn",0.00112900704172378,0.169650500236577
"Bareng","tnx",0.000781368355629878,0.047271165091701
"Bareng","dtr",-0.000839743520202021,0.0457327828383978
"Bareng","rx1day",-0.000641569851146532,0.798785336188557
"Bareng","rx5day",-0.00240001229181173,0.67009198858168
"Barhagaun.Muktikhsetra","tx10p",-0.004444444444,3.99657842635448e-09
"Barhagaun.Muktikhsetra","tx90p",0,6.05606733523532e-13
"Barhagaun.Muktikhsetra","tn90p",0.000323876147590362,8.13620386778815e-16
"Barhagaun.Muktikhsetra","txx",0.0020646379139156,0.00310000844326074
"Barhagaun.Muktikhsetra","txn",0.00172094506459072,0.0839849511538992
"Barhagaun.Muktikhsetra","tnn",0.00132972970034247,0.214323708191394
"Barhagaun.Muktikhsetra","tnx",0.00188724824542441,0.00500226269781164
"Barhagaun.Muktikhsetra","dtr",0.000304247473681847,0.236063367958048
"Barhagaun.Muktikhsetra","rx1day",-0.000965786085823542,0.390670459897763
"Barhagaun.Muktikhsetra","rx5day",-0.00287023069809627,0.274659036240745
"Beni","tx10p",-0.00560770119647417,9.23694745654063e-09
"Beni","tx90p",0,1.99648261345061e-06
"Beni","tn90p",0.00573497698634445,1.24008091904291e-20
"Beni","txx",0.000397362814009659,0.317522755800849
"Beni","txn",0.000873956727988594,0.0559266890129286
"Beni","tnn",0.00125887866101916,0.184098867606359
"Beni","tnx",0.00117629605669532,0.0063845559622867
"Beni","dtr",-0.000746430257420133,0.0879122634000455
"Beni","rx1day",-0.000711460535564546,0.762232349823778
"Beni","rx5day",-0.00313428718616335,0.548573710101703
"Besishahar","tx10p",-0.00198873506372394,6.25408902724939e-06
"Besishahar","tx90p",0,0.00278493361830328
"Besishahar","tn90p",0.005376344085,3.62994388376278e-11
"Besishahar","txx",6.03729628511253e-05,0.869145617472614
"Besishahar","txn",0.000528208219121117,0.197904297131899
"Besishahar","tnn",0.000995823638245421,0.264826595268362
"Besishahar","tnx",0.000780436954086409,0.0744655760683682
"Besishahar","dtr",-0.00086922611323877,0.0216027766627532
"Besishahar","rx1day",0.00422669254237069,0.207533283761053
"Besishahar","rx5day",0.00681202144703705,0.415110771747956
"Bhanu","tx10p",-0.000381494355579891,0.000703311253968369
"Bhanu","tx90p",0,0.313736714462055
"Bhanu","tn90p",0.00464931268737453,1.0104277049111e-08
"Bhanu","txx",0.00010087865870214,0.829650636803616
"Bhanu","txn",0.000311440199811941,0.445380108972166
"Bhanu","tnn",0.00103892520460558,0.180761663498568
"Bhanu","tnx",0.000527503004481386,0.250156337418718
"Bhanu","dtr",-0.000910073471293936,0.0286422175919386
"Bhanu","rx1day",0.00190473955509786,0.400054942658574
"Bhanu","rx5day",0.00289947202511998,0.594621090892866
"Bhimad","tx10p",0,0.00806390761906097
"Bhimad","tx90p",0,0.433180366076813
"Bhimad","tn90p",0.00109164347208122,3.75243580649546e-06
"Bhimad","txx",9.17140657484523e-05,0.857512242705848
"Bhimad","txn",0.00039643291844253,0.36946383385811
"Bhimad","tnn",0.000947535676336944,0.166440360851103
"Bhimad","tnx",0.00050473881561014,0.28677284396229
"Bhimad","dtr",-0.000616013055737212,0.145044533125249
"Bhimad","rx1day",0.000289192489102564,0.90173399827925
"Bhimad","rx5day",-0.000742173213507618,0.894140574925919
"Bhimsen","tx10p",-2.4235175815961e-05,0.00392856241648462
"Bhimsen","tx90p",0,0.636475483127227
"Bhimsen","tn90p",0.000453381311741455,0.00057144313511044
"Bhimsen","txx",-3.61845905669187e-06,0.994926658267563
"Bhimsen","txn",0.000185326054597036,0.666893836081411
"Bhimsen","tnn",0.000894902307312253,0.302374761205838
"Bhimsen","tnx",0.000227566827940933,0.638223086136567
"Bhimsen","dtr",-0.00103240216054731,0.0180287209248194
"Bhimsen","rx1day",0.000665693530089629,0.750014414711677
"Bhimsen","rx5day",-0.00138547686009325,0.785777023269198
"Bhirkot","tx10p",-5.98842026888958e-05,0.00218345203213869
"Bhirkot","tx90p",0,0.153018845459867
"Bhirkot","tn90p",0.00389590151388889,6.24120480261602e-10
"Bhirkot","txx",0.000150006889601698,0.748524367201693
"Bhirkot","txn",0.000351685734072021,0.410099157709789
"Bhirkot","tnn",0.00125255765474221,0.118450846205401
"Bhirkot","tnx",0.000678075027642079,0.124002868768046
"Bhirkot","dtr",-0.000857004706818182,0.0523178742364985
"Bhirkot","rx1day",-1.36530691255497e-05,0.995664590558421
"Bhirkot","rx5day",-0.00269969350136586,0.671103178585254
"Bihadi","tx10p",0,0.0261004572151671
"Bihadi","tx90p",0,0.368543042267864
"Bihadi","tn90p",0.004055205947959,2.57716619357486e-10
"Bihadi","txx",0.000104488389971038,0.832716439452288
"Bihadi","txn",0.000269782605481483,0.538296891064406
"Bihadi","tnn",0.00117872848188646,0.15173078333455
"Bihadi","tnx",0.000555192346553548,0.18763631103956
"Bihadi","dtr",-0.000893126387282338,0.0401963538143069
"Bihadi","rx1day",-0.000709909552257737,0.786755064751816
"Bihadi","rx5day",-0.00376157691253956,0.52857126189785
"Binayee.Tribeni","tx10p",0,0.0147864546498965
"Binayee.Tribeni","tx90p",0,0.559025342524999
"Binayee.Tribeni","tn90p",0.00060277884579547,1.54725405446123e-09
"Binayee.Tribeni","txx",0.000147867310620719,0.813823031368753
"Binayee.Tribeni","txn",0.000378064612282148,0.420291716279804
"Binayee.Tribeni","tnn",0.000848036117601248,0.159470538640283
"Binayee.Tribeni","tnx",0.000547527976534877,0.206908794684934
"Binayee.Tribeni","dtr",-0.000974131915834768,0.0298761622805494
"Binayee.Tribeni","rx1day",-0.00125242545545977,0.551119351554673
"Binayee.Tribeni","rx5day",-0.00406678106812761,0.388377226717812
"Biruwa","tx10p",-0.000252149927124357,0.00172218516354805
"Biruwa","tx90p",0,0.160618711083472
"Biruwa","tn90p",0.00236335853328848,5.90706787799372e-08
"Biruwa","txx",0.00010961657783637,0.828929646440995
"Biruwa","txn",0.000369137784090882,0.373547563632434
"Biruwa","tnn",0.00121368859421457,0.120426678920961
"Biruwa","tnx",0.000635524568395404,0.162787994671582
"Biruwa","dtr",-0.000770452785223364,0.0748045042121998
"Biruwa","rx1day",0.000373339777290597,0.893226335555178
"Biruwa","rx5day",-0.00127629654694639,0.838132863090721
"Bulingtar","tx10p",0,0.00190491684863718
"Bulingtar","tx90p",0,0.237324467628838
"Bulingtar","tn90p",0.00441891294645081,9.45210931841079e-11
"Bulingtar","txx",0.000180300820924545,0.719273007386617
"Bulingtar","txn",0.000443200516249544,0.31345397445691
"Bulingtar","tnn",0.000978932339065257,0.129521866133934
"Bulingtar","tnx",0.000642788316205571,0.17414909847628
"Bulingtar","dtr",-0.000738127347472569,0.0686819801315549
"Bulingtar","rx1day",-0.000221975782607672,0.920893139946632
"Bulingtar","rx5day",-0.00306793481222018,0.545495885210778
"Bungdikali","tx10p",0,0.0157834433892018
"Bungdikali","tx90p",0,0.487714465381755
"Bungdikali","tn90p",0.00404428038997446,1.04566230372806e-09
"Bungdikali","txx",0.000125497619047628,0.800035729123715
"Bungdikali","txn",0.000420840569133913,0.34661333802205
"Bungdikali","tnn",0.000947833400315608,0.149172003363738
"Bungdikali","tnx",0.000567390648505053,0.228918203073164
"Bungdikali","dtr",-0.000697530532629229,0.109052574130071
"Bungdikali","rx1day",-0.000126170046938366,0.954732898701226
"Bungdikali","rx5day",-0.00306584603425109,0.583143212270469
"Byas","tx10p",0,0.000162675736538064
"Byas","tx90p",0,7.31224590038128e-05
"Byas","tn90p",0,4.70223481330046e-09
"Byas","txx",0.00113404211188182,0.0691051978262975
"Byas","txn",0.00107870474840256,0.218707721567648
"Byas","tnn",0.0010178376013841,0.353767969564913
"Byas","tnx",0.00135422345418816,0.0359078562824915
"Byas","dtr",-0.000183066073075872,0.514749146997047
"Byas","rx1day",-0.00299252143451194,0.100708873861391
"Byas","rx5day",-0.00663806302317591,0.127603589300108
"Chame","tx10p",-0.00388827985628619,2.42429563256501e-07
"Chame","tx90p",0,2.78069709764176e-09
"Chame","tn90p",0.000951565324905183,1.25473467138902e-14
"Chame","txx",0.00159902009723749,0.00620782295366111
"Chame","txn",0.000969777799059444,0.196378460417887
"Chame","tnn",0.00067520789907374,0.480745772890163
"Chame","tnx",0.00162281691042991,0.00506363741264682
"Chame","dtr",-5.86557545334504e-05,0.721349394329803
"Chame","rx1day",-0.00211287842306412,0.370698339889123
"Chame","rx5day",-0.00713800720317934,0.222980139303983
"Chapakot","tx10p",0,0.0186323943569641
"Chapakot","tx90p",0,0.472218947182472
"Chapakot","tn90p",0.00168572009937378,1.7525652889191e-07
"Chapakot","txx",0.000130243206818193,0.794858971017641
"Chapakot","txn",0.000363167849303991,0.393933327596117
"Chapakot","tnn",0.00108256129629631,0.139079876690185
"Chapakot","tnx",0.000525049063840799,0.236704009190235
"Chapakot","dtr",-0.000741262230825348,0.0876974154293505
"Chapakot","rx1day",-0.0002072820998446,0.938258798509411
"Chapakot","rx5day",-0.00254276939815005,0.663869579599775
"Chitawan.National.Park","tx10p",-0.000223717941495275,0.000572878246342661
"Chitawan.National.Park","tx90p",0,0.354348460930257
"Chitawan.National.Park","tn90p",0.00378401291282562,1.27274745205918e-15
"Chitawan.National.Park","txx",0.000410093120471017,0.511025856153302
"Chitawan.National.Park","txn",0.000712799659722221,0.130872036494622
"Chitawan.National.Park","tnn",0.000868653985724422,0.11489460513549
"Chitawan.National.Park","tnx",0.000809399915609044,0.0666663532236402
"Chitawan.National.Park","dtr",-0.000823256926533382,0.0604968836671269
"Chitawan.National.Park","rx1day",-0.00107416985527307,0.539442454731502
"Chitawan.National.Park","rx5day",-0.00389781499318182,0.351970619654844
"Chum.Nubri","tx10p",-0.00417763015711693,1.29978634586699e-07
"Chum.Nubri","tx90p",0,5.58251832702427e-10
"Chum.Nubri","tn90p",0,6.91792210608818e-11
"Chum.Nubri","txx",0.00153021233310203,0.01231226795794
"Chum.Nubri","txn",0.00118344465835526,0.181818592641169
"Chum.Nubri","tnn",0.000850357735304579,0.420958675976425
"Chum.Nubri","tnx",0.00149061560690789,0.0173752383240268
"Chum.Nubri","dtr",0.000166034817701102,0.558324545552269
"Chum.Nubri","rx1day",-0.00155626783333333,0.329706362186356
"Chum.Nubri","rx5day",-0.00442127631324188,0.275879922553024
"Dalome","tx10p",-0.000598215816708718,2.18804923421097e-07
"Dalome","tx90p",0,8.84373939744675e-13
"Dalome","tn90p",0,6.76161160929287e-15
"Dalome","txx",0.0021519648765781,0.00512569207167298
"Dalome","txn",0.00154455964260439,0.148326436091571
"Dalome","tnn",0.00176576922337441,0.143646102476379
"Dalome","tnx",0.0017369603271801,0.00965564942214644
"Dalome","dtr",0.000255185642598621,0.276491751857385
"Dalome","rx1day",-0.000533408288367552,0.504285719388665
"Dalome","rx5day",-0.00156962740008201,0.357017787801867
"Devchuli","tx10p",-6.3873363602371e-05,0.000927542095635805
"Devchuli","tx90p",0,0.27994494731459
"Devchuli","tn90p",0.00506829139862114,1.2413283642679e-14
"Devchuli","txx",0.000260300469782997,0.628508925155243
"Devchuli","txn",0.00053149538797468,0.239463532899728
"Devchuli","tnn",0.000963713554768043,0.112780528521303
"Devchuli","tnx",0.000796090705329151,0.0983098685524883
"Devchuli","dtr",-0.000830554936633517,0.0448622243869647
"Devchuli","rx1day",-0.000465266013770184,0.83100287592138
"Devchuli","rx5day",-0.00291800619127576,0.579973343517845
"Devghat","tx10p",-0.000667584716274975,0.000155162434989675
"Devghat","tx90p",0,0.222212616156089
"Devghat","tn90p",0.00594765555982007,3.03246670186856e-15
"Devghat","txx",0.000193253799392095,0.70548398856284
"Devghat","txn",0.00044477060600973,0.326048397259899
"Devghat","tnn",0.00105780180667724,0.107225497749604
"Devghat","tnx",0.000785690509697941,0.111319005427572
"Devghat","dtr",-0.000886006974641308,0.026352448889081
"Devghat","rx1day",-0.000133353746403467,0.94414631396014
"Devghat","rx5day",-0.00334658316350011,0.455789324092803
"Dharche","tx10p",-0.00622742558204633,1.16923632701567e-09
"Dharche","tx90p",0,3.48659127798024e-13
"Dharche","tn90p",0.00364095371247519,3.11504017553577e-10
"Dharche","txx",0.00112090580881337,0.0132086333143613
"Dharche","txn",0.00105577389162412,0.114098202077508
"Dharche","tnn",0.00105632868941886,0.293361202248936
"Dharche","tnx",0.00113496289597057,0.0215501059762051
"Dharche","dtr",-1.6703657742933e-05,0.9563907021301
"Dharche","rx1day",-0.00147905246212122,0.542043544329112
"Dharche","rx5day",-0.00250267581537357,0.678198103288346
"Dhaulagiri","tx10p",-0.00112737877027027,4.69562270769885e-06
"Dhaulagiri","tx90p",0,2.80008881243879e-07
"Dhaulagiri","tn90p",0,7.49422731811148e-11
"Dhaulagiri","txx",0.00118537927383771,0.0252605600685031
"Dhaulagiri","txn",0.000971238369062652,0.202206384674033
"Dhaulagiri","tnn",0.000920697160395385,0.41723170659254
"Dhaulagiri","tnx",0.00139238881865211,0.0211456854165206
"Dhaulagiri","dtr",-9.40550504144722e-05,0.745197056080625
"Dhaulagiri","rx1day",-0.00153780740512323,0.389586515338908
"Dhaulagiri","rx5day",-0.00473596690740741,0.266216182623847
"Dhorpatan","tx10p",-0.00020125447902994,0.00189366065233965
"Dhorpatan","tx90p",0,0.000767399136288389
"Dhorpatan","tn90p",0,4.03808608759058e-10
"Dhorpatan","txx",0.000370334377610695,0.345193543998333
"Dhorpatan","txn",0.000600396298438402,0.22359532722037
"Dhorpatan","tnn",0.00104202687551188,0.26820999939402
"Dhorpatan","tnx",0.00103908713008568,0.0208116082375407
"Dhorpatan","dtr",-0.000621122614753552,0.117580898995403
"Dhorpatan","rx1day",-0.00140403669253648,0.489057565276701
"Dhorpatan","rx5day",-0.00300845880143442,0.542886488020702
"Dhorpatan.Hunting.Reserve","tx10p",0,0.0132846464231772
"Dhorpatan.Hunting.Reserve","tx90p",0,0.00160050301148525
"Dhorpatan.Hunting.Reserve","tn90p",0,6.81554722521438e-07
"Dhorpatan.Hunting.Reserve","txx",0.000958811981630351,0.0734563133094546
"Dhorpatan.Hunting.Reserve","txn",0.000659151510516096,0.396954819724094
"Dhorpatan.Hunting.Reserve","tnn",0.000871571931509945,0.452165381413671
"Dhorpatan.Hunting.Reserve","tnx",0.00119384239309211,0.0458834414009079
"Dhorpatan.Hunting.Reserve","dtr",-0.000284180378567855,0.366265976539287
"Dhorpatan.Hunting.Reserve","rx1day",-0.00217546641691642,0.224255767071843
"Dhorpatan.Hunting.Reserve","rx5day",-0.00565205960175682,0.180611046827449
"Dordi","tx10p",-0.00154394105451379,8.00558073460848e-06
"Dordi","tx90p",0,0.000169721154107478
"Dordi","tn90p",0.00265381783877967,1.55830052500241e-10
"Dordi","txx",0.000711863994338143,0.115856054047214
"Dordi","txn",0.000752678689572677,0.214750690504562
"Dordi","tnn",0.000888206290518591,0.34910691006832
"Dordi","tnx",0.0010224288240803,0.0325754999296818
"Dordi","dtr",-0.000400843154483955,0.151137348991419
"Dordi","rx1day",7.61673051210449e-05,0.97177946551393
"Dordi","rx5day",-0.00141889654109587,0.810594685502281
"Dudhpokhari","tx10p",0,0.00981487607516374
"Dudhpokhari","tx90p",0,0.0389865537227519
"Dudhpokhari","tn90p",0.00122189638636364,2.32743141703776e-05
"Dudhpokhari","txx",3.4843220422852e-05,0.928607054272623
"Dudhpokhari","txn",0.000435888812815452,0.340370608747189
"Dudhpokhari","tnn",0.00091044984349758,0.305638075232336
"Dudhpokhari","tnx",0.000564782454865103,0.211943918093016
"Dudhpokhari","dtr",-0.000650097314457312,0.0497341394344411
"Dudhpokhari","rx1day",6.16534936509626e-05,0.981645221124027
"Dudhpokhari","rx5day",-0.00117876340373487,0.84699609225307
"Gaidakot","tx10p",-0.000626379992777969,0.000254659984459803
"Gaidakot","tx90p",0,0.214337134570681
"Gaidakot","tn90p",0.00560407724696152,3.44162651649499e-17
"Gaidakot","txx",0.000294604602766802,0.589985644061153
"Gaidakot","txn",0.000562701735170812,0.214238385242943
"Gaidakot","tnn",0.00100941817541178,0.097746567870662
"Gaidakot","tnx",0.000835410617624991,0.0862053136111599
"Gaidakot","dtr",-0.000845779356588846,0.0397042885224946
"Gaidakot","rx1day",-0.000388354489092998,0.864597812341079
"Gaidakot","rx5day",-0.00324120040044455,0.522989731781534
"Galkot","tx10p",-0.00133565865612826,9.58687867240791e-05
"Galkot","tx90p",0,0.001679717851159
"Galkot","tn90p",0.0015697354890511,1.16487840064038e-13
"Galkot","txx",0.000311406142423035,0.46167775953232
"Galkot","txn",0.000668273374161564,0.148846350818662
"Galkot","tnn",0.00113656700366016,0.179859361338548
"Galkot","tnx",0.000939091428990032,0.0224199997060465
"Galkot","dtr",-0.000745838315797263,0.069424014998158
"Galkot","rx1day",-0.000715269860413179,0.759062150751782
"Galkot","rx5day",-0.00163659222407902,0.774598395799482
"Galyang","tx10p",0,0.0120350286899734
"Galyang","tx90p",0,0.45395532890365
"Galyang","tn90p",0.00401398015067698,1.48770408516957e-10
"Galyang","txx",0.000128913730968298,0.796643052386772
"Galyang","txn",0.000266220792157826,0.539671723659276
"Galyang","tnn",0.0011093793104506,0.138956366231819
"Galyang","tnx",0.0005358337628866,0.217325464825242
"Galyang","dtr",-0.000862073906853282,0.0441758787938788
"Galyang","rx1day",-0.000791905760644257,0.762056131145449
"Galyang","rx5day",-0.00365134988131381,0.546879845627102
"Gandaki","tx10p",-0.00109721308163266,0.000190161531629061
"Gandaki","tx90p",0,0.218748465865582
"Gandaki","tn90p",0.00488347486387195,1.40579195035066e-11
"Gandaki","txx",8.67288121384889e-05,0.85352027472121
"Gandaki","txn",0.000370391921091458,0.408524045265707
"Gandaki","tnn",0.000986139108697473,0.15742325341865
"Gandaki","tnx",0.00069414261963434,0.135290196359769
"Gandaki","dtr",-0.00102747619290733,0.0163769723916391
"Gandaki","rx1day",-6.22270100014933e-05,0.977034614825072
"Gandaki","rx5day",-0.00363173493925069,0.455929032083583
"Gharapjhong","tx10p",-0.00780487401852216,1.05171618871505e-12
"Gharapjhong","tx90p",0,4.41546939471107e-18
"Gharapjhong","tn90p",0.000357635057335199,9.25183090421252e-21
"Gharapjhong","txx",0.00225527460126692,0.000701228175121223
"Gharapjhong","txn",0.00195435014771503,0.0319233323294589
"Gharapjhong","tnn",0.00164534988095238,0.118178447165452
"Gharapjhong","tnx",0.00206017849817258,0.00138441855604662
"Gharapjhong","dtr",0.00021416556353306,0.399796081018462
"Gharapjhong","rx1day",-0.00128510346559642,0.357863365377959
"Gharapjhong","rx5day",-0.0039612342777273,0.229276241810859
"Ghiring","tx10p",0,0.0089325200536791
"Ghiring","tx90p",0,0.307813110880069
"Ghiring","tn90p",0.00151446311267606,9.13325542054953e-07
"Ghiring","txx",0.00010417050979681,0.826767542124261
"Ghiring","txn",0.000411924692143748,0.348452729903695
"Ghiring","tnn",0.000951790776843403,0.164045371791599
"Ghiring","tnx",0.000533457895967859,0.258927884226032
"Ghiring","dtr",-0.000617216300808058,0.137664601190809
"Ghiring","rx1day",0.000112009434649191,0.961918026116008
"Ghiring","rx5day",-0.00142167442551762,0.791294033881274
"Gorkha","tx10p",0,0.00641519679953469
"Gorkha","tx90p",0,0.596867856899097
"Gorkha","tn90p",0.00205465378980892,1.76229971161911e-05
"Gorkha","txx",1.82366222247924e-06,0.998431866634523
"Gorkha","txn",0.000179246433077074,0.680908496861851
"Gorkha","tnn",0.000935880705381698,0.232335667263797
"Gorkha","tnx",0.000387188735988044,0.445380108972166
"Gorkha","dtr",-0.00105588818119064,0.0151084418291624
"Gorkha","rx1day",0.000790328188133073,0.679129310094409
"Gorkha","rx5day",-0.00117271306629463,0.803968806814457
"Harinas","tx10p",-0.000380529666459833,0.00153183718010509
"Harinas","tx90p",0,0.28655466783445
"Harinas","tn90p",0.00080972487957216,2.91895394731572e-06
"Harinas","txx",6.98349757281586e-05,0.888109306698884
"Harinas","txn",0.000386232634158929,0.362963459222872
"Harinas","tnn",0.00111428072134413,0.144789500290753
"Harinas","tnx",0.000574865924390923,0.225094406543972
"Harinas","dtr",-0.000703900936714892,0.098923033547315
"Harinas","rx1day",0.000870479788614955,0.771324507057279
"Harinas","rx5day",0.000963958040599911,0.881172247877064
"Hupsekot","tx10p",0,0.0109198250377944
"Hupsekot","tx90p",0,0.93694642456241
"Hupsekot","tn90p",0.00180717448739496,1.49969099632931e-09
"Hupsekot","txx",0.000166975458385155,0.758534205770098
"Hupsekot","txn",0.000494740668844672,0.267910274653127
"Hupsekot","tnn",0.000856949588485317,0.168075345942567
"Hupsekot","tnx",0.000653096897630118,0.153855148563403
"Hupsekot","dtr",-0.000833028648919588,0.0547791239850939
"Hupsekot","rx1day",-0.000668011824912889,0.771059246948403
"Hupsekot","rx5day",-0.00323616977689283,0.540589254392698
"Jaimuni","tx10p",-0.000463477939583339,0.000975351605483993
"Jaimuni","tx90p",0,0.00511555947694643
"Jaimuni","tn90p",0.00477959063082064,1.29737707726116e-13
"Jaimuni","txx",0.000218676267748476,0.628344825205444
"Jaimuni","txn",0.000457693557913158,0.285989011343757
"Jaimuni","tnn",0.00124996541139964,0.143772803658449
"Jaimuni","tnx",0.000763438154580976,0.0635032663049623
"Jaimuni","dtr",-0.000900304642962963,0.0457327828383978
"Jaimuni","rx1day",-0.000554345238285359,0.821817685203467
"Jaimuni","rx5day",-0.00304072001549271,0.588709836007242
"Jaljala","tx10p",-0.00563884189873418,1.06031997249133e-08
"Jaljala","tx90p",0,9.22314499864323e-07
"Jaljala","tn90p",0.00589427737828183,1.10279482454765e-20
"Jaljala","txx",0.00037701744791667,0.344426036221386
"Jaljala","txn",0.000872186663251177,0.0564480908726132
"Jaljala","tnn",0.00128074438809436,0.169578663033205
"Jaljala","tnx",0.00118905919531692,0.00542317751924607
"Jaljala","dtr",-0.00075286579608152,0.0812042316769936
"Jaljala","rx1day",-0.00067094869177868,0.755720225650565
"Jaljala","rx5day",-0.00349775266104616,0.507761036750269
"Kaligandagi","tx10p",0,0.0118848223168214
"Kaligandagi","tx90p",0,0.891837895995281
"Kaligandagi","tn90p",0.000458536810234542,4.26425948983215e-06
"Kaligandagi","txx",3.0855225040921e-05,0.948287822159911
"Kaligandagi","txn",0.000183820977810564,0.677859595772112
"Kaligandagi","tnn",0.000973865251067894,0.175140334741997
"Kaligandagi","tnx",0.000354330775169131,0.389268075982326
"Kaligandagi","dtr",-0.000829423348452379,0.0442246078192331
"Kaligandagi","rx1day",-0.00123398190891151,0.651327805868488
"Kaligandagi","rx5day",-0.00442385951734106,0.46860097291362
"Kanthekhola","tx10p",-0.00263215205936638,3.13824936353078e-06
"Kanthekhola","tx90p",0,3.76845462222013e-05
"Kanthekhola","tn90p",0.00530614979515552,5.37314634169182e-18
"Kanthekhola","txx",0.000348148672506739,0.416170441696649
"Kanthekhola","txn",0.000707184075608762,0.110852417894736
"Kanthekhola","tnn",0.00124550769901486,0.168933154307126
"Kanthekhola","tnx",0.000997894164255025,0.0167531719179327
"Kanthekhola","dtr",-0.000813111991841491,0.0677723136806241
"Kanthekhola","rx1day",-0.000628199622381129,0.790581553709879
"Kanthekhola","rx5day",-0.00295138607662338,0.589188114733249
"Kawasoti","tx10p",0,0.0127686949692678
"Kawasoti","tx90p",0,0.660239223289864
"Kawasoti","tn90p",0.0042782578938992,7.66766283789838e-13
"Kawasoti","txx",0.000238385507932748,0.679722190099556
"Kawasoti","txn",0.000567378791786428,0.221491156705232
"Kawasoti","tnn",0.000874136937064461,0.149498199428601
"Kawasoti","tnx",0.000750045488255873,0.111682977327512
"Kawasoti","dtr",-0.000839472596376909,0.0550129074321992
"Kawasoti","rx1day",-0.000647069116507367,0.772474339871634
"Kawasoti","rx5day",-0.00304668128074301,0.557081687788942
"Kushma","tx10p",-0.000405652509109669,0.00119263522580988
"Kushma","tx90p",0,0.0233034326427519
"Kushma","tn90p",0.00389590151871982,1.41761604688883e-10
"Kushma","txx",7.61519744263631e-05,0.870601836736229
"Kushma","txn",0.000409330009333613,0.322190785696712
"Kushma","tnn",0.00121586843854602,0.161261088834358
"Kushma","tnx",0.000745015747036803,0.0899088429493412
"Kushma","dtr",-0.000966649242142129,0.0355417790436228
"Kushma","rx1day",0.000737147717544048,0.791917538505514
"Kushma","rx5day",0.000167493823841521,0.978325514757137
"Kwholasothar","tx10p",-0.00151446312676057,2.24515977734282e-05
"Kwholasothar","tx90p",0,0.00132179105504555
"Kwholasothar","tn90p",0.00592066311367673,2.51147932265859e-15
"Kwholasothar","txx",0.000215598273026316,0.591262724414531
"Kwholasothar","txn",0.000589030617821309,0.196058332683188
"Kwholasothar","tnn",0.00100110271881394,0.264034793480593
"Kwholasothar","tnx",0.00102846037888752,0.0252002277371272
"Kwholasothar","dtr",-0.000784981061526555,0.0221895906743093
"Kwholasothar","rx1day",0.00391231772632814,0.260002367039401
"Kwholasothar","rx5day",0.00715899966744908,0.411282857423256
"Lomanthang","tx10p",0,1.4783280437824e-07
"Lomanthang","tx90p",0,3.27028125314182e-14
"Lomanthang","tn90p",0,2.56065446010315e-14
"Lomanthang","txx",0.00229317949379632,0.00437973127171393
"Lomanthang","txn",0.001498777,0.156474696961993
"Lomanthang","tnn",0.0019959224448471,0.12304495753262
"Lomanthang","tnx",0.00168321240337358,0.0138467358566313
"Lomanthang","dtr",0.000128614840769231,0.570041432488423
"Lomanthang","rx1day",-0.000324938239059068,0.589666551099115
"Lomanthang","rx5day",-0.00117006358093678,0.367985748625436
"Machhapuchchhre","tx10p",-0.000548280375,0.000296671592363677
"Machhapuchchhre","tx90p",0,0.000111250938677597
"Machhapuchchhre","tn90p",0.000505315366263628,1.16545195258751e-12
"Machhapuchchhre","txx",0.000828824789167407,0.0700652731360069
"Machhapuchchhre","txn",0.000803059433040079,0.189034101264894
"Machhapuchchhre","tnn",0.00118531802189882,0.212282714110936
"Machhapuchchhre","tnx",0.0011430939366903,0.0144840235365332
"Machhapuchchhre","dtr",-0.000606530013678011,0.0410584677709516
"Machhapuchchhre","rx1day",-0.00118433885959153,0.643269381566709
"Machhapuchchhre","rx5day",-0.00373813394548372,0.523140185100586
"Madhyabindu","tx10p",0,0.0210560616499752
"Madhyabindu","tx90p",0,0.600937808611314
"Madhyabindu","tn90p",0.000967693744610888,2.91987132582343e-09
"Madhyabindu","txx",0.000135743042969533,0.820109385260163
"Madhyabindu","txn",0.000433059097763065,0.337218225552606
"Madhyabindu","tnn",0.000846813556253027,0.16907644113813
"Madhyabindu","tnx",0.000599033234769841,0.18918988392493
"Madhyabindu","dtr",-0.000924170272246377,0.0395709794663198
"Madhyabindu","rx1day",-0.00103245592621739,0.638636086802255
"Madhyabindu","rx5day",-0.00363294296052813,0.470731755274727
"MadhyaNepal","tx10p",-0.000579547691083184,0.0009241823681459
"MadhyaNepal","tx90p",0,0.139405205127847
"MadhyaNepal","tn90p",0.0043652060769926,8.22131031644831e-09
"MadhyaNepal","txx",-7.59452060646045e-07,0.998985325089669
"MadhyaNepal","txn",0.00038087327425001,0.336055454242336
"MadhyaNepal","tnn",0.000985866991655691,0.211774666682879
"MadhyaNepal","tnx",0.000644759964214309,0.1367171062797
"MadhyaNepal","dtr",-0.000853589114526884,0.0342462264708659
"MadhyaNepal","rx1day",0.00429346177604794,0.211986139321261
"MadhyaNepal","rx5day",0.00873838895945637,0.301400303662442
"Madi","tx10p",-0.00269028859894914,1.11268406337783e-06
"Madi","tx90p",0,0.000400913911900467
"Madi","tn90p",0.000770963247321146,3.67013030781478e-19
"Madi","txx",0.000455308279191067,0.276185721669857
"Madi","txn",0.000663545971335463,0.165028380078378
"Madi","tnn",0.00100755411306722,0.17806480596298
"Madi","tnx",0.00110633885294974,0.0110248375117713
"Madi","dtr",-0.000647879992930982,0.0531657341968429
